"postal_code","town","lease_commenced"
"680436","CHOA CHU KANG","1993-05-26"
"600246","JURONG EAST","1983-01-01"
"680790","CHOA CHU KANG","1996-12-01"
"600245","JURONG EAST","1982-08-01"
"680233","CHOA CHU KANG","1990-05-01"
"680274","CHOA CHU KANG","1993-07-01"
"650193","BUKIT BATOK","1997-06-01"
"650281","BUKIT BATOK","1987-12-01"
"680218","CHOA CHU KANG","1990-02-01"
"650420","BUKIT BATOK","1988-05-01"
"650271","BUKIT BATOK","1986-09-01"
"680674","CHOA CHU KANG","1999-10-01"
"680471","CHOA CHU KANG","1999-02-01"
"680441","CHOA CHU KANG","1993-05-26"
"650104","BUKIT BATOK","1985-04-01"
"730112","WOODLANDS","1995-01-01"
"650627","BUKIT BATOK","1997-09-01"
"650335","BUKIT BATOK","1986-02-01"
"680635","CHOA CHU KANG","1998-01-01"
"680669","CHOA CHU KANG","1999-10-01"
"680452","CHOA CHU KANG","2000-02-01"
"680608","CHOA CHU KANG","1996-04-01"
"680437","CHOA CHU KANG","1993-05-26"
"600051","JURONG EAST","1986-07-01"
"640437","JURONG WEST","1985-04-01"
"650109","BUKIT BATOK","1985-01-01"
"680508","CHOA CHU KANG","1994-11-01"
"680785","CHOA CHU KANG","1997-01-01"
"603288","JURONG EAST","2000-04-01"
"600044","JURONG EAST","1985-11-01"
"680642","CHOA CHU KANG","1998-01-01"
"730316","WOODLANDS","1993-04-10"
"150127","BUKIT MERAH","1979-11-01"
"680555","CHOA CHU KANG","1996-02-01"
"680277","CHOA CHU KANG","1993-05-26"
"650167","BUKIT BATOK","1984-12-01"
"600039","JURONG EAST","1966-10-01"
"650232","BUKIT BATOK","1985-06-01"
"680210","CHOA CHU KANG","1990-02-01"
"600244","JURONG EAST","1983-04-01"
"650119","BUKIT BATOK","1984-06-01"
"650287","BUKIT BATOK","1995-12-01"
"680512","CHOA CHU KANG","1994-11-01"
"650624","BUKIT BATOK","1997-06-01"
"650340","BUKIT BATOK","1987-06-01"
"680278","CHOA CHU KANG","1992-06-28"
"120431","CLEMENTI","1979-10-01"
"680229","CHOA CHU KANG","1989-05-01"
"650201","BUKIT BATOK","1985-07-01"
"680404","CHOA CHU KANG","1993-06-03"
"685296","CHOA CHU KANG","1999-07-01"
"650319","BUKIT BATOK","1986-09-01"
"650247","BUKIT BATOK","1985-03-01"
"683297","CHOA CHU KANG","1999-07-01"
"650318","BUKIT BATOK","1986-04-01"
"650343","BUKIT BATOK","1987-03-01"
"650291","BUKIT BATOK","1997-12-01"
"650114","BUKIT BATOK","1984-08-01"
"680518","CHOA CHU KANG","1995-09-01"
"600040","JURONG EAST","1978-04-01"
"680637","CHOA CHU KANG","1998-01-01"
"650639","BUKIT BATOK","1989-08-01"
"383002","KALLANG/WHAMPOA","2006-10-01"
"520107","TAMPINES","1988-11-01"
"732189","WOODLANDS",NULL
"732568","WOODLANDS",NULL
"142040","QUEENSTOWN",NULL
"140035","QUEENSTOWN",NULL
"141030","QUEENSTOWN",NULL
"680788","CHOA CHU KANG","1997-01-01"
"101093","BUKIT MERAH",NULL
"310240","TOA PAYOH","1986-10-01"
"120381","CLEMENTI","1981-08-01"
"461056","BEDOK","1978-05-01"
"520391","TAMPINES","1994-03-01"
"141049","QUEENSTOWN",NULL
"730331","WOODLANDS","1994-01-01"
"410660","BEDOK","1997-01-01"
"730162","WOODLANDS","1985-06-01"
"730411","WOODLANDS","1995-08-01"
"560122","ANG MO KIO","1978-10-01"
"670504","BUKIT PANJANG","1998-01-01"
"670180","BUKIT PANJANG","2002-01-01"
"732182","WOODLANDS",NULL
"544264","SENGKANG","2008-05-01"
"822601","PUNGGOL","2012-07-01"
"510216","PASIR RIS","1993-07-01"
"530564","HOUGANG","1992-09-19"
"730003","WOODLANDS",NULL
"680342","CHOA CHU KANG","1993-05-26"
"545123","SENGKANG","1999-06-01"
"791404","SENGKANG","2004-04-01"
"470103","BEDOK","1985-06-01"
"670521","BUKIT PANJANG","1998-11-01"
"090004","BUKIT MERAH",NULL
"510467","PASIR RIS","1989-06-01"
"570162","BISHAN","1988-02-01"
"541261","SENGKANG","2000-10-01"
"680018","CHOA CHU KANG","1990-06-01"
"541266","SENGKANG","2007-08-01"
"680433","CHOA CHU KANG","1993-05-26"
"670501","BUKIT PANJANG","1998-04-01"
"670241","BUKIT PANJANG","1988-08-01"
"670453","BUKIT PANJANG","1997-07-01"
"531988","HOUGANG","2015-02-01"
"120731","CLEMENTI","1980-06-01"
"681807","CHOA CHU KANG",NULL
"760427","YISHUN","1988-09-01"
"822213","PUNGGOL","2015-04-01"
"150125","BUKIT MERAH",NULL
"650503","BUKIT BATOK","1987-07-01"
"560401","ANG MO KIO","1979-05-01"
"520878","TAMPINES","1988-11-01"
"440034","MARINE PARADE","1975-05-01"
"090001","BUKIT MERAH","1983-04-01"
"150003","BUKIT MERAH",NULL
"270017","QUEENSTOWN",NULL
"524167","TAMPINES","2011-02-28"
"161118","BUKIT MERAH","2003-01-01"
"140156","QUEENSTOWN",NULL
"544269","SENGKANG","2006-02-01"
"650525","BUKIT BATOK","1987-08-01"
"090006","BUKIT MERAH","1975-01-01"
"090003","BUKIT MERAH",NULL
"460043","BEDOK","1977-09-01"
"671547","BUKIT PANJANG","2015-07-01"
"791409","SENGKANG","2004-12-01"
"310227","TOA PAYOH","1976-05-01"
"730004","WOODLANDS",NULL
"140181","QUEENSTOWN","2000-09-01"
"824323","PUNGGOL",NULL
"680462","CHOA CHU KANG","2000-03-01"
"733567","WOODLANDS",NULL
"732781","WOODLANDS",NULL
"140031","QUEENSTOWN",NULL
"821657","PUNGGOL",NULL
"410645","BEDOK","1993-04-29"
"334038","KALLANG/WHAMPOA","2012-05-01"
"730408","WOODLANDS","1996-01-01"
"730367","WOODLANDS","1996-06-01"
"730895","WOODLANDS","1997-01-01"
"520930","TAMPINES","1984-12-01"
"470610","BEDOK","1982-07-01"
"680767","CHOA CHU KANG","1996-10-01"
"530527","HOUGANG","1987-11-01"
"160079","BUKIT MERAH","1967-01-01"
"520718","TAMPINES","1997-04-01"
"760760","YISHUN","1987-03-01"
"090022","BUKIT MERAH","1975-05-01"
"530630","HOUGANG","1986-12-01"
"681671","CHOA CHU KANG","2000-02-01"
"650176","BUKIT BATOK","1984-12-01"
"510586","PASIR RIS","1995-10-01"
"760839","YISHUN","1987-09-01"
"820296","PUNGGOL","2003-10-01"
"320007","KALLANG/WHAMPOA","1986-05-01"
"520365","TAMPINES","1997-01-01"
"730831","WOODLANDS","1990-03-01"
"400034","GEYLANG","2006-11-01"
"543269","SENGKANG","2006-02-01"
"510716","PASIR RIS","1996-06-01"
"310222","TOA PAYOH","1976-03-01"
"380012","KALLANG/WHAMPOA","1980-10-01"
"160133","BUKIT MERAH","1983-08-01"
"520269","TAMPINES","1984-03-01"
"650106","BUKIT BATOK","1985-03-01"
"550301","SERANGOON","1985-01-01"
"530461","HOUGANG","1992-09-19"
"732717","WOODLANDS",NULL
"680207","CHOA CHU KANG","1989-12-01"
"330057","KALLANG/WHAMPOA","1974-07-01"
"101090","BUKIT MERAH",NULL
"140157","QUEENSTOWN","1970-01-01"
"731784","WOODLANDS",NULL
"733693","WOODLANDS",NULL
"410646","BEDOK","1993-04-29"
"164027","BUKIT MERAH","2008-10-01"
"733683","WOODLANDS","2000-02-01"
"271032","QUEENSTOWN",NULL
"140171","QUEENSTOWN","1970-07-01"
"521106","TAMPINES","1984-07-01"
"731754","WOODLANDS","1997-12-01"
"460111","BEDOK","1978-06-01"
"320074","KALLANG/WHAMPOA","1981-06-01"
"731571","WOODLANDS","2013-11-01"
"101104","BUKIT MERAH","2000-07-01"
"560173","ANG MO KIO","1982-01-01"
"520837","TAMPINES","1985-03-01"
"680295","CHOA CHU KANG","1990-05-01"
"140106","QUEENSTOWN",NULL
"141050","QUEENSTOWN","1968-07-01"
"410638","BEDOK","1993-12-01"
"524856","TAMPINES","1995-11-01"
"824109","PUNGGOL","2003-05-01"
"730307","WOODLANDS","1994-01-01"
"650111","BUKIT BATOK","1985-03-01"
"650387","BUKIT BATOK","2004-11-01"
"350117","TOA PAYOH","1984-10-01"
"270029","QUEENSTOWN",NULL
"520891","TAMPINES","1997-05-01"
"510138","PASIR RIS","1994-04-01"
"734691","WOODLANDS",NULL
"141094","QUEENSTOWN",NULL
"141040","QUEENSTOWN",NULL
"732567","WOODLANDS",NULL
"140053","QUEENSTOWN",NULL
"143037","QUEENSTOWN",NULL
"732676","WOODLANDS",NULL
"563310","ANG MO KIO","2012-09-01"
"151119","BUKIT MERAH",NULL
"160034","BUKIT MERAH","1971-01-01"
"141048","QUEENSTOWN",NULL
"650392","BUKIT BATOK","2004-10-01"
"410667","BEDOK","1996-11-01"
"824168","PUNGGOL","2014-04-01"
"823603","PUNGGOL","2012-09-01"
"401002","GEYLANG",NULL
"730344","WOODLANDS","1993-01-28"
"734889","WOODLANDS",NULL
"521107","TAMPINES","1984-10-01"
"510581","PASIR RIS","1995-10-01"
"680105","CHOA CHU KANG","1989-09-01"
"682691","CHOA CHU KANG","2003-05-01"
"461035","BEDOK","1975-01-01"
"733889","WOODLANDS",NULL
"380040","GEYLANG","1990-06-01"
"730840","WOODLANDS","1994-06-01"
"542123","SENGKANG","1999-09-01"
"670155","BUKIT PANJANG","1998-11-01"
"081004","CENTRAL AREA","1977-02-01"
"510512","PASIR RIS","1993-12-01"
"680607","CHOA CHU KANG","1996-04-01"
"650351","BUKIT BATOK","1986-10-01"
"733785","WOODLANDS",NULL
"150080","BUKIT MERAH",NULL
"650177","BUKIT BATOK","1985-01-01"
"510612","PASIR RIS","1995-07-01"
"650127","BUKIT BATOK","1985-01-01"
"141079","QUEENSTOWN",NULL
"821174","PUNGGOL","2003-10-01"
"731573","WOODLANDS",NULL
"680446","CHOA CHU KANG","1997-04-01"
"652194","BUKIT BATOK",NULL
"680636","CHOA CHU KANG","1998-01-01"
"680559","CHOA CHU KANG","1996-02-01"
"680609","CHOA CHU KANG","1996-04-01"
"732783","WOODLANDS",NULL
"322102","KALLANG/WHAMPOA","1984-01-01"
"600202","JURONG EAST","1989-04-01"
"603286","JURONG EAST","1998-12-01"
"680449","CHOA CHU KANG","2000-02-01"
"510632","PASIR RIS","1995-07-01"
"650233","BUKIT BATOK","1985-05-01"
"130004","QUEENSTOWN",NULL
"733694","WOODLANDS",NULL
"270016","QUEENSTOWN",NULL
"520250","TAMPINES","1984-12-01"
"200635","CENTRAL AREA","1985-07-01"
"102090","BUKIT MERAH",NULL
"080106","BUKIT MERAH","1979-10-01"
"731889","WOODLANDS",NULL
"732693","WOODLANDS",NULL
"560158","ANG MO KIO","1980-10-01"
"470124","BEDOK","1987-04-01"
"751366","SEMBAWANG",NULL
"560414","ANG MO KIO","1979-08-01"
"460123","BEDOK","1978-03-01"
"680557","CHOA CHU KANG","1996-02-01"
"823174","PUNGGOL","2004-01-01"
"520509","TAMPINES","1989-06-01"
"732573","WOODLANDS",NULL
"821166","PUNGGOL","2004-05-01"
"734781","WOODLANDS",NULL
"733568","WOODLANDS",NULL
"732188","WOODLANDS",NULL
"731568","WOODLANDS",NULL
"763477","YISHUN",NULL
"530530","HOUGANG","1986-12-01"
"520323","TAMPINES","1995-08-01"
"537475","HOUGANG","2014-10-29"
"650361","BUKIT BATOK","1987-02-01"
"560617","ANG MO KIO","1996-06-01"
"680101","CHOA CHU KANG","1989-04-01"
"322104","KALLANG/WHAMPOA","1983-05-01"
"530666","HOUGANG","1988-04-01"
"560439","ANG MO KIO","1979-01-01"
"562260","ANG MO KIO",NULL
"430007","GEYLANG","1976-07-01"
"731785","WOODLANDS",NULL
"510184","PASIR RIS","1993-07-12"
"823211","PUNGGOL","2014-04-01"
"560550","ANG MO KIO","1981-01-01"
"101102","BUKIT MERAH",NULL
"680606","CHOA CHU KANG","1996-04-01"
"750323","SEMBAWANG","1999-05-01"
"750325","SEMBAWANG","1999-06-01"
"360008","TOA PAYOH","1995-03-01"
"103070","BUKIT MERAH",NULL
"541330","SENGKANG","2015-08-01"
"080009","BUKIT MERAH","2002-12-01"
"160065","BUKIT MERAH","1967-01-01"
"541304","SENGKANG","2002-01-01"
"650260","BUKIT BATOK","1985-06-01"
"470151","BEDOK","1988-09-01"
"330066","KALLANG/WHAMPOA","1974-07-01"
"142088","QUEENSTOWN",NULL
"141087","QUEENSTOWN",NULL
"530433","HOUGANG","1989-07-01"
"460138","BEDOK","1978-04-01"
"730758","WOODLANDS","1998-02-01"
"543124","SENGKANG","1999-07-01"
"763513","YISHUN",NULL
"760748","YISHUN","1984-01-01"
"821170","PUNGGOL","2014-04-01"
"100048","BUKIT MERAH","1976-11-01"
"730342","WOODLANDS","1995-05-01"
"762509","YISHUN",NULL
"140107","QUEENSTOWN",NULL
"732691","WOODLANDS",NULL
"792439","SENGKANG","2011-02-01"
"732574","WOODLANDS",NULL
"753589","SEMBAWANG","2002-12-01"
"560442","ANG MO KIO","1979-08-01"
"380104","GEYLANG","1978-01-01"
"120428","CLEMENTI","1978-05-01"
"760356","YISHUN","1988-08-01"
"090029","BUKIT MERAH",NULL
"670127","BUKIT PANJANG","1988-06-01"
"520434","TAMPINES","1986-08-01"
"650188","BUKIT BATOK","1997-03-01"
"510753","PASIR RIS","1996-11-01"
"460055","BEDOK","1984-04-01"
"510148","PASIR RIS","1995-02-01"
"760355","YISHUN","1988-11-01"
"521885","TAMPINES",NULL
"680460","CHOA CHU KANG","2000-04-01"
"510193","PASIR RIS","1993-09-01"
"670133","BUKIT PANJANG","1988-12-01"
"750481","SEMBAWANG","2000-08-01"
"150071","BUKIT MERAH",NULL
"140104","QUEENSTOWN",NULL
"731799","WOODLANDS",NULL
"731187","WOODLANDS",NULL
"731567","WOODLANDS",NULL
"523663","TAMPINES",NULL
"530549","HOUGANG","1992-09-19"
"520462","TAMPINES","1987-07-01"
"470112","BEDOK","1985-07-01"
"440061","MARINE PARADE","1976-01-01"
"460166","BEDOK","1985-03-01"
"520330","TAMPINES","1995-12-01"
"763431","YISHUN","2015-09-01"
"680344","CHOA CHU KANG","1993-05-26"
"130020","QUEENSTOWN","1978-01-01"
"140094","QUEENSTOWN","1967-01-01"
"391030","GEYLANG","1998-06-01"
"520264","TAMPINES","1984-09-01"
"470704","BEDOK","1981-07-01"
"460554","BEDOK","1980-06-01"
"510111","PASIR RIS","1990-04-01"
"520884","TAMPINES","1988-06-01"
"530306","HOUGANG","1983-03-01"
"520427","TAMPINES","1986-05-01"
"733180","WOODLANDS",NULL
"731184","WOODLANDS",NULL
"543336","SENGKANG","2015-12-01"
"100052","BUKIT MERAH","1978-01-01"
"530413","HOUGANG","1986-03-01"
"650259","BUKIT BATOK","1985-07-01"
"510514","PASIR RIS","1993-12-01"
"310009","TOA PAYOH","1970-07-01"
"822167","PUNGGOL","2009-03-01"
"730542","WOODLANDS","2000-05-01"
"090025","BUKIT MERAH","1975-07-01"
"824601","PUNGGOL","2012-07-01"
"460169","BEDOK","1985-03-01"
"650258","BUKIT BATOK","1985-03-01"
"730353","WOODLANDS","1996-07-01"
"460503","BEDOK","1978-04-01"
"330059","KALLANG/WHAMPOA","1998-12-01"
"151001","BUKIT MERAH","1983-05-01"
"460001","BEDOK","1976-01-01"
"520946","TAMPINES","1988-08-01"
"541318","SENGKANG","2003-05-01"
"271031","QUEENSTOWN",NULL
"550201","SERANGOON","1985-11-01"
"520907","TAMPINES","1984-09-01"
"530615","HOUGANG","1986-08-01"
"521894","TAMPINES","1988-09-01"
"460029","BEDOK","1996-10-01"
"732764","WOODLANDS",NULL
"520821","TAMPINES","1987-09-01"
"821624","PUNGGOL","2014-04-01"
"530335","HOUGANG","1985-03-01"
"730033","WOODLANDS","1978-01-01"
"540115","SENGKANG","1998-12-01"
"330096","KALLANG/WHAMPOA","1979-01-01"
"460531","BEDOK","1979-08-01"
"141092","QUEENSTOWN","2016-04-01"
"510715","PASIR RIS","1996-06-01"
"522858","TAMPINES","1987-08-01"
"163131","BUKIT MERAH","2002-01-01"
"550522","SERANGOON","1992-10-23"
"532999","HOUGANG",NULL
"130018","QUEENSTOWN","2003-09-01"
"400305","GEYLANG","2000-05-01"
"330065","KALLANG/WHAMPOA","1981-01-01"
"523230","TAMPINES","1993-07-01"
"543314","SENGKANG","2003-05-01"
"370020","GEYLANG","1967-01-01"
"520839","TAMPINES","1985-06-01"
"140032","QUEENSTOWN",NULL
"143041","QUEENSTOWN",NULL
"732799","WOODLANDS",NULL
"152095","BUKIT MERAH",NULL
"141039","QUEENSTOWN",NULL
"754109","SEMBAWANG",NULL
"530375","HOUGANG","1999-11-01"
"460124","BEDOK","1978-05-01"
"320096","KALLANG/WHAMPOA","1974-01-01"
"530809","HOUGANG","1988-05-01"
"530683","HOUGANG","1989-10-01"
"730852","WOODLANDS",NULL
"521168","TAMPINES","2011-02-28"
"510236","PASIR RIS","1993-07-01"
"680554","CHOA CHU KANG","1996-02-01"
"560129","ANG MO KIO","1979-01-01"
"734694","WOODLANDS",NULL
"570235","BISHAN","1992-04-16"
"680604","CHOA CHU KANG","1996-01-01"
"731570","WOODLANDS","2013-11-01"
"600401","JURONG EAST","1979-10-01"
"560506","ANG MO KIO","1980-08-01"
"734693","WOODLANDS",NULL
"752366","SEMBAWANG",NULL
"550544","SERANGOON","1997-11-01"
"080104","BUKIT MERAH","1979-10-01"
"161001","CENTRAL AREA",NULL
"460504","BEDOK","1978-04-01"
"090030","BUKIT MERAH","1976-05-01"
"510640","PASIR RIS","1995-04-01"
"540136","SENGKANG","1998-12-01"
"542158","SENGKANG","2003-11-01"
"732889","WOODLANDS",NULL
"730144","WOODLANDS",NULL
"150056","BUKIT MERAH",NULL
"763505","YISHUN","2016-03-01"
"570104","BISHAN","1985-10-01"
"551223","SERANGOON",NULL
"570174","BISHAN","1986-11-01"
"140133","QUEENSTOWN","1996-08-01"
"530124","HOUGANG","1981-10-01"
"510142","PASIR RIS","1994-04-01"
"460086","BEDOK","1978-04-01"
"461044","BEDOK","1980-05-01"
"750512","SEMBAWANG",NULL
"410103","BEDOK","1989-01-01"
"400018","GEYLANG","1977-05-01"
"460042","BEDOK","1977-09-01"
"400417","GEYLANG","1984-10-01"
"731717","WOODLANDS",NULL
"760854","YISHUN","1988-09-01"
"821623","PUNGGOL","2014-04-01"
"162078","BUKIT MERAH",NULL
"651288","BUKIT BATOK","1998-01-01"
"543183","SENGKANG","2003-05-01"
"142089","QUEENSTOWN","2016-04-01"
"141086","QUEENSTOWN",NULL
"683683","CHOA CHU KANG","2002-08-01"
"101070","BUKIT MERAH",NULL
"520944","TAMPINES","1989-05-01"
"460128","BEDOK","1978-05-01"
"542299","SENGKANG","2001-08-01"
"160044","BUKIT MERAH",NULL
"650244","BUKIT BATOK","1985-10-01"
"520279","TAMPINES","1985-01-01"
"753362","SEMBAWANG",NULL
"150078","BUKIT MERAH",NULL
"130021","QUEENSTOWN","1976-07-01"
"680625","CHOA CHU KANG","1997-05-01"
"731693","WOODLANDS",NULL
"461020","BEDOK","1972-07-01"
"510538","PASIR RIS","1992-11-28"
"561228","ANG MO KIO",NULL
"141096","QUEENSTOWN",NULL
"140033","QUEENSTOWN",NULL
"820115","PUNGGOL","2003-06-01"
"733787","WOODLANDS","1997-09-01"
"731189","WOODLANDS",NULL
"140036","QUEENSTOWN",NULL
"140034","QUEENSTOWN",NULL
"182269","CENTRAL AREA","1984-06-01"
"520337","TAMPINES","1996-01-01"
"731676","WOODLANDS",NULL
"730873","WOODLANDS","1996-04-01"
"730358","WOODLANDS","1996-08-01"
"530325","HOUGANG","1983-04-01"
"732688","WOODLANDS","2004-03-01"
"151121","BUKIT MERAH",NULL
"752364","SEMBAWANG",NULL
"160042","BUKIT MERAH",NULL
"510485","PASIR RIS","1992-11-28"
"731783","WOODLANDS",NULL
"101105","BUKIT MERAH",NULL
"541205","SENGKANG","1999-07-01"
"731691","WOODLANDS",NULL
"562590","ANG MO KIO",NULL
"520912","TAMPINES","1984-09-01"
"670173","BUKIT PANJANG","1997-12-01"
"531003","SERANGOON","1978-05-01"
"150069","BUKIT MERAH","2001-02-01"
"754354","SEMBAWANG","2002-01-01"
"681809","CHOA CHU KANG",NULL
"760620","YISHUN","1987-11-01"
"510573","PASIR RIS","1995-10-01"
"760443","YISHUN","2012-07-01"
"271030","QUEENSTOWN","1997-10-01"
"163004","CENTRAL AREA",NULL
"600415","JURONG EAST","1982-04-01"
"150090","BUKIT MERAH",NULL
"440066","MARINE PARADE","1976-03-01"
"732784","WOODLANDS",NULL
"163009","BUKIT MERAH","2016-01-01"
"560245","ANG MO KIO",NULL
"733691","WOODLANDS",NULL
"101092","BUKIT MERAH",NULL
"150121","BUKIT MERAH",NULL
"080107","BUKIT MERAH",NULL
"730722","WOODLANDS","1997-07-01"
"160115","BUKIT MERAH",NULL
"730131","WOODLANDS","1985-01-01"
"161003","CENTRAL AREA",NULL
"520278","TAMPINES","1985-03-01"
"734783","WOODLANDS",NULL
"520237","TAMPINES","1984-10-01"
"680355","CHOA CHU KANG","1993-05-26"
"752362","SEMBAWANG",NULL
"151055","BUKIT MERAH",NULL
"260001","BUKIT TIMAH","1974-04-01"
"160104","BUKIT MERAH",NULL
"162011","CENTRAL AREA",NULL
"732694","WOODLANDS",NULL
"150058","BUKIT MERAH",NULL
"570410","BISHAN",NULL
"162013","CENTRAL AREA",NULL
"140155","QUEENSTOWN",NULL
"384002","KALLANG/WHAMPOA","2006-08-01"
"680509","CHOA CHU KANG","1995-02-01"
"160105","BUKIT MERAH",NULL
"510568","PASIR RIS","1992-11-28"
"510103","PASIR RIS","1989-04-01"
"101091","BUKIT MERAH",NULL
"510561","PASIR RIS","1993-09-01"
"751101","SEMBAWANG",NULL
"150059","BUKIT MERAH",NULL
"510774","PASIR RIS","1996-08-01"
"751365","SEMBAWANG",NULL
"525492","TAMPINES",NULL
"751129","SEMBAWANG",NULL
"541210","SENGKANG","2013-02-01"
"310035","TOA PAYOH","1997-09-01"
"160124","BUKIT MERAH",NULL
"670238","BUKIT PANJANG","1988-12-01"
"650162","BUKIT BATOK","1985-02-01"
"730418","WOODLANDS","1996-02-01"
"550532","SERANGOON","1992-10-23"
"163012","CENTRAL AREA",NULL
"760754","YISHUN","1985-09-01"
"150089","BUKIT MERAH",NULL
"410112","BEDOK","1989-04-01"
"520361","TAMPINES","1996-05-01"
"820295","PUNGGOL","2003-11-01"
"670150","BUKIT PANJANG","1988-08-01"
"090019","BUKIT MERAH",NULL
"561700","ANG MO KIO","2003-09-01"
"520742","TAMPINES","1997-10-01"
"550149","SERANGOON",NULL
"144091","QUEENSTOWN",NULL
"540104","SENGKANG","1999-03-01"
"153095","BUKIT MERAH",NULL
"824617","PUNGGOL","2013-09-01"
"470145","BEDOK","1987-02-01"
"560354","ANG MO KIO","2001-09-01"
"150072","BUKIT MERAH",NULL
"670655","BUKIT PANJANG","2001-10-01"
"560426","ANG MO KIO","1978-10-01"
"541326","SENGKANG","2015-04-01"
"752466","SEMBAWANG","2006-02-01"
"381112","KALLANG/WHAMPOA","1989-06-01"
"160052","CENTRAL AREA",NULL
"541223","SENGKANG","1999-05-01"
"823312","PUNGGOL","2015-06-01"
"271013","QUEENSTOWN","1975-01-01"
"751128","SEMBAWANG",NULL
"530515","HOUGANG","1986-09-01"
"760704","YISHUN","1984-01-01"
"751116","SEMBAWANG",NULL
"160110","BUKIT MERAH",NULL
"752363","SEMBAWANG",NULL
"350128","TOA PAYOH","1984-03-01"
"760455","YISHUN","2013-08-01"
"142090","QUEENSTOWN",NULL
"510466","PASIR RIS","1992-11-28"
"513525","PASIR RIS","2015-07-01"
"754126","SEMBAWANG",NULL
"161005","CENTRAL AREA",NULL
"753108","SEMBAWANG",NULL
"540255","SENGKANG","2000-08-01"
"730555","WOODLANDS","1999-12-01"
"570107","BISHAN","1985-11-01"
"470717","BEDOK","1984-01-01"
"761813","YISHUN",NULL
"521201","TAMPINES","1986-07-01"
"763677","YISHUN",NULL
"560118","ANG MO KIO","1978-05-01"
"080102","BUKIT MERAH",NULL
"120326","CLEMENTI","1978-08-01"
"400322","GEYLANG","1985-10-01"
"560257","ANG MO KIO",NULL
"520941","TAMPINES","1988-10-01"
"730428","WOODLANDS","1996-08-01"
"750324","SEMBAWANG","1999-05-01"
"560244","ANG MO KIO",NULL
"753131","SEMBAWANG",NULL
"752102","SEMBAWANG",NULL
"752126","SEMBAWANG",NULL
"751102","SEMBAWANG",NULL
"752109","SEMBAWANG",NULL
"753126","SEMBAWANG",NULL
"560318","ANG MO KIO",NULL
"753109","SEMBAWANG",NULL
"752103","SEMBAWANG",NULL
"753121","SEMBAWANG",NULL
"761511","YISHUN",NULL
"650115","BUKIT BATOK","1985-04-01"
"680615","CHOA CHU KANG","1996-06-01"
"560507","ANG MO KIO","1980-06-01"
"530662","HOUGANG","1987-08-01"
"751104","SEMBAWANG",NULL
"520801","TAMPINES","1984-07-01"
"680443","CHOA CHU KANG","1997-04-01"
"764432","YISHUN","2015-09-01"
"650135","BUKIT BATOK","1984-12-01"
"310105","TOA PAYOH",NULL
"753104","SEMBAWANG",NULL
"670111","BUKIT PANJANG","1987-08-01"
"312131","TOA PAYOH",NULL
"680682","CHOA CHU KANG","1999-10-01"
"680231","CHOA CHU KANG","1990-03-01"
"650223","BUKIT BATOK","1985-06-01"
"320003","KALLANG/WHAMPOA","1976-05-01"
"730178","WOODLANDS","1986-06-01"
"672546","BUKIT PANJANG","2015-07-01"
"563588","ANG MO KIO","2011-07-27"
"520160","TAMPINES","1989-05-01"
"751106","SEMBAWANG",NULL
"761501","YISHUN",NULL
"650283","BUKIT BATOK","1988-03-01"
"510198","PASIR RIS","1993-09-01"
"752130","SEMBAWANG",NULL
"200025","CENTRAL AREA",NULL
"752131","SEMBAWANG",NULL
"160106","BUKIT MERAH",NULL
"470740","BEDOK","1986-07-01"
"370052","GEYLANG","1969-01-01"
"760865","YISHUN","1988-03-01"
"151096","BUKIT MERAH",NULL
"460537","BEDOK","1980-01-01"
"560224","ANG MO KIO",NULL
"163002","CENTRAL AREA",NULL
"763509","YISHUN",NULL
"730739","WOODLANDS","1997-08-01"
"670231","BUKIT PANJANG","1989-05-01"
"752365","SEMBAWANG",NULL
"510458","PASIR RIS","1992-11-28"
"822633","PUNGGOL","2007-12-01"
"751121","SEMBAWANG",NULL
"521150","TAMPINES","1984-06-01"
"680464","CHOA CHU KANG","2000-03-01"
"510778","PASIR RIS","1996-08-01"
"751132","SEMBAWANG",NULL
"730817","WOODLANDS","1988-09-01"
"752119","SEMBAWANG",NULL
"521859","TAMPINES","1988-03-01"
"823670","PUNGGOL",NULL
"752129","SEMBAWANG",NULL
"822632","PUNGGOL","2007-12-01"
"200027","CENTRAL AREA",NULL
"544204","SENGKANG","2001-01-01"
"731624","WOODLANDS","1998-10-01"
"600404","JURONG EAST","1979-04-01"
"650304","BUKIT BATOK","1985-06-01"
"751362","SEMBAWANG",NULL
"760931","YISHUN","1993-01-30"
"750462","SEMBAWANG",NULL
"541123","SENGKANG","1999-09-01"
"763383","YISHUN",NULL
"562228","ANG MO KIO",NULL
"120716","CLEMENTI","1981-09-01"
"600273","JURONG EAST","1999-02-01"
"764513","YISHUN",NULL
"600237","JURONG EAST","1982-05-01"
"650307","BUKIT BATOK","1985-09-01"
"604288","JURONG EAST","2000-05-01"
"680445","CHOA CHU KANG","1997-02-01"
"600261","JURONG EAST","1983-03-01"
"753132","SEMBAWANG",NULL
"680563","CHOA CHU KANG","1995-06-01"
"762813","YISHUN",NULL
"670177","BUKIT PANJANG","2001-12-01"
"680556","CHOA CHU KANG","1996-02-01"
"600233","JURONG EAST","1982-03-01"
"680341","CHOA CHU KANG","1993-05-26"
"763676","YISHUN",NULL
"650353","BUKIT BATOK","1986-04-01"
